time_hms,kb_per_sec_in,kb_per_sec_out
16:31:18,7.14,184.77
16:31:19,13.72,841.0
16:31:20,4.06,211.28
16:31:21,13.22,844.17
16:31:22,6.48,380.79
16:31:23,13.16,844.92
16:31:24,5.53,323.06
16:31:25,12.3,841.74
16:31:26,6.1,349.39
16:31:27,13.45,839.21
16:31:28,3.83,216.14
16:31:29,13.07,841.16
16:31:30,3.66,216.31
16:31:31,9.16,587.26
16:31:32,0.0,0.0
16:31:33,11.31,773.67
16:31:34,5.39,366.1
16:31:35,11.12,728.99
16:31:36,2.91,189.61
16:31:37,10.18,686.01
16:31:38,7.19,487.25
16:31:39,9.8,638.72
16:31:40,2.08,143.04
16:31:41,8.75,594.79
16:31:42,5.59,375.72
16:31:43,7.71,551.98
16:31:44,10.69,681.42
16:31:45,8.28,505.29
16:31:46,4.83,308.1
16:31:47,6.95,463.44
16:31:48,9.65,435.86
16:31:49,9.89,253.79
16:31:50,6.91,217.0
16:31:51,7.36,251.46
16:31:52,8.23,247.35
16:31:53,8.18,206.24
16:31:54,9.31,243.42
16:31:55,6.96,258.44
16:31:56,8.71,248.0
16:31:57,8.02,228.71
16:31:58,8.52,240.31
16:31:59,8.18,250.06
16:32:00,6.89,230.8
16:32:01,7.85,232.79
16:32:02,6.95,212.03
16:32:03,7.1,226.86
16:32:04,8.81,222.2
16:32:05,5.67,169.54
16:32:06,0.0,0.0
16:32:07,7.12,204.09
16:32:08,8.42,234.7
16:32:09,6.96,212.62
16:32:10,7.19,229.77
16:32:11,9.04,218.24
16:32:12,6.34,227.88
16:32:13,6.77,170.27
16:32:14,8.71,252.5
16:32:15,5.35,166.97
16:32:16,7.1,227.14
16:32:17,6.01,165.07
16:32:18,8.8,252.49
16:32:19,6.95,194.23
16:32:20,7.29,232.71
16:32:21,7.9,211.87
16:32:22,5.68,227.35
16:32:23,7.59,198.15
16:32:24,6.19,209.91
16:32:25,2.98,45.92
16:32:26,8.33,234.68
16:32:27,6.86,187.63
16:32:28,7.85,232.77
16:32:29,2.13,66.91
16:32:30,8.04,240.18
16:32:31,8.47,216.88
16:32:32,6.34,232.37
16:32:33,6.51,237.89
16:32:34,6.51,213.57
16:32:35,0.73,9.35
16:32:36,6.96,225.12
16:32:37,6.59,192.15
16:32:38,6.29,200.94
16:32:39,0.0,0.0
16:32:40,9.14,174.85
16:32:41,0.38,16.39
16:32:42,7.24,184.37
16:32:43,0.44,6.08
16:32:44,6.1,159.85
16:32:45,9.56,244.76
16:32:46,6.73,171.96
16:32:47,2.08,67.0
16:32:48,5.54,147.01
16:32:49,3.89,86.87
16:32:50,6.39,137.76
16:32:51,8.33,239.84
16:32:52,7.78,194.14
16:32:53,3.22,78.59
16:32:54,3.55,125.16
16:32:55,3.47,82.08
16:32:56,3.17,89.57
16:32:57,9.75,247.96
16:32:58,9.6,219.16
16:32:59,9.08,234.74
16:33:00,8.53,212.8
16:33:01,6.81,166.66
16:33:02,2.32,47.09
16:33:03,4.04,76.6
16:33:04,1.37,36.72
16:33:05,10.5,241.22
16:33:06,4.3,134.39
16:33:07,9.65,228.21
16:33:08,6.45,147.18
16:33:09,6.59,173.02
16:33:10,0.42,2.59
16:33:11,8.77,243.06
16:33:12,7.77,202.54
16:33:13,9.54,224.96
16:33:14,7.73,211.43
16:33:15,7.59,219.62
16:33:16,0.0,0.22
16:33:17,6.39,206.4
16:33:18,3.6,101.75
16:33:19,7.62,187.15
16:33:20,5.3,130.1
16:33:21,5.25,173.46
16:33:22,8.99,245.86
16:33:23,7.8,162.13
16:33:24,8.42,235.74
16:33:25,6.64,174.37
16:33:26,3.03,61.11
16:33:27,5.63,127.37
16:33:28,1.77,65.96
16:33:29,6.1,136.07
16:33:30,9.46,231.87
16:33:31,8.72,226.16
16:33:32,7.99,224.22
16:33:33,4.88,94.81
16:33:34,8.75,236.2
16:33:35,5.91,135.53
16:33:36,10.7,230.23
16:33:37,8.63,188.49
16:33:38,2.93,79.04
16:33:39,2.79,40.13
16:33:40,4.16,131.33
16:33:41,1.28,31.09
16:33:42,10.32,191.45
16:33:43,0.61,25.15
16:33:44,5.93,154.45
16:33:45,0.61,8.29
16:33:46,9.56,225.2
16:33:47,6.97,165.07
16:33:48,9.91,323.69
16:33:49,1.61,89.37
16:33:50,6.2,420.69
16:33:51,0.0,0.0
16:33:52,6.48,439.92
16:33:53,0.04,0.04
16:33:54,7.14,440.92
16:33:55,0.0,0.0
16:33:56,7.61,442.49
16:33:57,0.0,0.0
16:33:58,7.14,452.92
16:33:59,0.0,0.0
16:34:00,7.34,455.92
16:34:01,0.0,0.0
16:34:02,3.14,152.33
16:34:03,0.0,0.0
16:34:04,5.16,323.73
16:34:05,0.0,0.0
16:34:06,6.39,411.22
16:34:07,5.87,415.71
16:34:08,5.91,363.04
16:34:09,6.62,472.29
16:34:10,5.25,319.34
16:34:11,8.33,531.31
16:34:12,4.59,270.98
16:34:13,7.38,534.54
16:34:14,3.74,227.33
16:34:15,8.39,602.96
16:34:16,4.02,130.23
16:34:17,11.73,840.14
16:34:18,5.16,303.34
16:34:19,11.49,841.17
16:34:20,4.49,296.24
16:34:21,13.25,839.0
16:34:22,4.68,320.33
16:34:23,12.21,833.88
16:34:24,1.2,58.31
16:34:25,11.71,791.25
16:34:26,0.38,29.24
16:34:27,11.22,746.86
16:34:28,5.39,370.21
16:34:29,10.18,700.64
16:34:30,1.33,81.2
16:34:31,9.98,654.87
16:34:32,8.33,555.83
16:34:33,9.23,607.79
16:34:34,9.41,654.38
16:34:35,9.22,565.76
16:34:36,8.8,605.92
16:34:37,7.52,516.06
