time_hms,kb_per_sec_in,kb_per_sec_out
22:23:37,0.0,0.0
22:23:38,0.0,0.0
22:23:39,0.0,0.14
22:23:40,0.07,0.07
22:23:41,0.0,0.07
22:23:42,0.0,0.07
22:23:43,0.0,0.2
22:23:44,0.0,0.0
22:23:45,0.0,0.0
22:23:46,0.0,0.0
22:23:47,0.0,0.0
22:23:48,0.0,0.0
22:23:49,0.0,0.0
22:23:50,0.0,0.0
22:23:51,0.0,0.0
22:23:52,0.0,0.0
22:23:53,0.0,0.07
22:23:54,0.07,0.07
22:23:55,0.0,0.07
22:23:56,0.0,0.07
22:23:57,0.0,0.0
22:23:58,0.0,0.0
22:23:59,0.0,0.4
22:24:00,0.0,0.0
22:24:01,0.0,0.07
22:24:02,0.0,0.0
22:24:03,0.0,0.0
22:24:04,0.0,0.0
22:24:05,0.0,0.0
22:24:06,0.0,0.0
22:24:07,4.49,97.26
22:24:08,18.98,579.29
22:24:09,1.17,23.63
22:24:10,2.28,87.13
22:24:11,1.78,36.94
22:24:12,9.45,308.65
22:24:13,4.92,132.92
22:24:14,5.6,214.15
22:24:15,3.07,90.16
22:24:16,6.07,265.82
22:24:17,1.63,32.52
22:24:18,8.04,376.6
22:24:19,4.43,100.42
22:24:20,5.66,227.43
22:24:21,2.94,97.53
22:24:22,5.51,261.41
22:24:23,4.49,115.33
22:24:24,8.43,471.09
22:24:25,7.07,196.6
22:24:26,7.8,395.76
22:24:27,8.32,255.49
22:24:28,4.84,172.77
22:24:29,4.76,165.39
22:24:30,7.8,414.99
22:24:31,7.82,307.58
22:24:32,3.93,99.0
22:24:33,5.81,223.23
22:24:34,3.07,82.71
22:24:35,3.85,135.94
22:24:36,3.69,115.19
22:24:37,5.48,267.49
22:24:38,3.51,97.53
22:24:39,5.85,227.43
22:24:40,2.87,79.75
22:24:41,5.53,217.09
22:24:42,2.86,84.18
22:24:43,6.6,265.82
22:24:44,2.35,70.89
22:24:45,5.3,175.8
22:24:46,3.31,87.13
22:24:47,2.83,64.98
22:24:48,3.22,98.95
22:24:49,3.87,100.45
22:24:50,5.55,218.62
22:24:51,2.89,70.9
22:24:52,6.53,292.64
22:24:53,3.78,106.35
22:24:54,6.69,286.79
22:24:55,2.7,93.04
22:24:56,5.48,193.58
22:24:57,2.34,53.17
22:24:58,9.57,451.92
22:24:59,4.1,106.32
22:25:00,9.0,459.68
22:25:01,3.19,85.66
22:25:02,3.61,149.16
22:25:03,2.63,78.33
22:25:04,12.13,677.87
22:25:05,2.72,50.25
22:25:06,10.18,522.8
22:25:07,5.58,169.84
22:25:08,4.74,208.43
22:25:09,5.23,175.92
22:25:10,3.7,156.54
22:25:11,3.35,124.06
22:25:12,4.72,174.27
22:25:13,7.13,291.13
22:25:14,3.32,110.76
22:25:15,3.47,116.67
22:25:16,3.17,94.49
22:25:17,4.85,193.45
22:25:18,8.65,417.92
22:25:19,9.28,397.4
22:25:20,5.45,233.37
22:25:21,8.08,382.54
22:25:22,3.53,113.9
22:25:23,3.92,125.52
22:25:24,2.38,66.52
22:25:25,8.04,366.56
22:25:26,2.14,53.21
22:25:27,3.44,87.13
22:25:28,3.8,128.62
22:25:29,3.22,101.97
22:25:30,6.18,301.28
22:25:31,5.91,258.51
22:25:32,14.42,798.95
22:25:33,4.77,103.38
22:25:34,5.21,237.89
22:25:35,3.44,81.63
22:25:36,10.04,571.46
22:25:37,3.3,69.39
22:25:38,5.1,221.72
22:25:39,4.39,150.64
22:25:40,10.61,592.31
22:25:41,7.78,269.0
22:25:42,3.89,143.39
22:25:43,4.87,180.17
22:25:44,5.21,149.3
22:25:45,6.96,268.85
22:25:46,6.97,355.92
22:25:47,8.21,381.03
22:25:48,4.79,144.72
22:25:49,8.96,373.63
22:25:50,4.99,183.12
22:25:51,7.56,342.63
22:25:52,4.08,106.32
22:25:53,6.79,316.04
22:25:54,3.16,78.27
22:25:55,6.5,297.05
22:25:56,2.51,57.6
22:25:57,2.73,75.32
22:25:58,2.96,79.75
22:25:59,3.38,94.61
22:26:00,6.38,363.3
22:26:01,3.66,88.6
22:26:02,6.01,218.57
22:26:03,10.24,574.76
22:26:04,13.5,725.03
22:26:05,9.51,450.39
22:26:06,12.39,723.57
22:26:07,3.93,110.83
22:26:08,4.34,116.11
22:26:09,0.0,0.0
22:26:10,0.0,0.0
22:26:11,0.0,0.0
22:26:12,0.0,0.0
22:26:13,0.0,0.0
22:26:14,0.0,0.0
22:26:15,0.0,0.0
22:26:16,0.0,0.0
22:26:17,0.0,0.0
22:26:18,0.0,0.0
22:26:19,0.0,0.0
22:26:20,0.0,0.0
22:26:21,0.0,0.0
22:26:22,0.0,0.0
22:26:23,0.0,0.0
22:26:24,0.0,0.0
22:26:25,0.0,0.0
22:26:26,0.0,0.0
22:26:27,0.0,0.0
22:26:28,0.0,0.0
22:26:29,0.0,0.0
22:26:30,0.0,0.0
22:26:31,0.0,0.0
22:26:32,0.0,0.0
22:26:33,0.0,0.0
22:26:34,0.0,0.0
22:26:35,0.0,0.0
22:26:36,0.0,0.0
22:26:37,0.0,0.0
22:26:38,0.0,0.0
22:26:39,0.0,0.0
22:26:40,0.0,0.0
22:26:41,0.0,0.0
22:26:42,0.0,0.0
22:26:43,0.0,0.0
22:26:44,0.0,0.0
22:26:45,0.0,0.0
22:26:46,0.0,0.0
22:26:47,0.0,0.0
22:26:48,0.0,0.0
22:26:49,0.0,0.0
22:26:50,0.0,0.0
22:26:51,0.0,0.0
22:26:52,0.0,0.0
22:26:53,0.0,0.0
22:26:54,0.0,0.0
22:26:55,0.0,0.0
22:26:56,0.0,0.0
